phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6114237,out-call,45,31.4486823332,34.4237657961
050-9805616,in-call,2674,31.4430847427,34.3861731691
050-1993777,out-call,95,31.4463272736,34.4161357485
050-2688030,out-call,12,31.4829692692,34.4535749426
050-7177248,in-call,1942,31.4609317219,34.4020798498
050-5093045,in-call,233,31.4057944881,34.3781723724
050-7787032,in-call,80,31.4348515436,34.4091695075
050-8663406,out-call,10,31.4604031966,34.4083969255
050-7432801,out-call,2805,31.4755471706,34.4177675191
050-7516358,in-call,3068,31.4811783755,34.417782494
050-6813558,in-call,58,31.4691738124,34.4428312438
050-6340625,out-call,2702,31.4223657478,34.3544783438
050-4836193,in-call,16,31.4134627239,34.3845024687
050-8212796,out-call,18,31.4456222519,34.4250659403
