phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9480334,in-call,108,31.4207260796,34.3687439128
050-8738358,out-call,1453,31.4472479877,34.4160810489
050-9951984,out-call,54,31.4185993184,34.3709371759
050-7224378,in-call,3324,31.4778827689,34.4303033799
050-6613861,out-call,23,31.4526651014,34.4115290258
050-3111094,out-call,3087,31.4466106073,34.3872338677
050-7956863,in-call,31,31.4405823158,34.402062576
050-8238166,out-call,83,31.4033727763,34.3606861736
050-5499321,in-call,2678,31.4431761397,34.4023250523
050-3718508,out-call,721,31.4927285937,34.4452204685
050-6626019,out-call,100,31.4186320202,34.3709416362
050-3709366,out-call,13,31.4427036499,34.4056898089
050-6279482,out-call,70,31.4282348917,34.3873877402
050-7054297,in-call,119,31.4494767874,34.4046576052
