phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9778961,in-call,110,31.4563982924,34.4281602247
050-8255645,in-call,3030,31.4234838836,34.3787891844
050-4505386,in-call,43,31.4324290427,34.3855661562
050-9970006,out-call,75,31.4337066543,34.3898289074
050-6179364,in-call,99,31.4576238972,34.4259125101
050-4416116,in-call,71,31.4148319259,34.3808039894
050-8064719,in-call,3275,31.4576954998,34.4299993101
050-1254879,out-call,114,31.4356792545,34.3932894233
050-2293080,out-call,100,31.4466106073,34.3872338677
050-6663056,out-call,3147,31.4239623976,34.3816264753
050-6527641,in-call,91,31.4698978523,34.444329407
