phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6639277,in-call,83,31.4184770105,34.3789154553
050-6522830,out-call,58,31.4048881021,34.3834245185
050-2329734,in-call,218,31.4531056993,34.4106271633
050-2801145,in-call,3039,31.4221004275,34.3634617632
050-9926184,in-call,1264,31.3970495199,34.3503413738
050-1194779,in-call,3397,31.4575223183,34.4176979887
050-1426369,in-call,3337,31.4319293525,34.3843816323
050-5350673,out-call,116,31.4226073836,34.3939518219
050-8424559,in-call,2437,31.4652043768,34.4273605697
050-7410380,in-call,56,31.4337389715,34.3890065522
