phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9271150,out-call,101,31.4448028961,34.3865354733
050-5257450,out-call,716,31.432836825,34.4146025251
050-5880348,in-call,62,31.4321260791,34.4122634857
050-6598504,out-call,56,31.4454377569,34.399363946
050-1405405,in-call,106,31.4111223993,34.3625801386
050-7796852,out-call,3270,31.4455357167,34.4071272937
050-9678093,in-call,2477,31.434549591,34.3927839542
050-9905874,out-call,75,31.4201658511,34.3753637872
050-6618651,in-call,3357,31.4134096467,34.3788280893
050-7694860,out-call,911,31.4127234083,34.3527552069
050-7208737,in-call,1224,31.4440797924,34.4023023044
050-7327684,in-call,96,31.395595014,34.3508882374
