phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8441695,in-call,44,31.4360212943,34.4101101558
050-9994976,out-call,79,31.4606333504,34.4251761573
050-1718178,out-call,251,31.4043448515,34.3466405854
050-4123713,in-call,115,31.4409062979,34.3943147891
050-2855421,out-call,62,31.4181924208,34.3838943138
050-4272289,out-call,52,31.4079925904,34.38098215
050-5049001,in-call,58,31.4808939097,34.4286731299
050-4040345,in-call,37,31.4534716676,34.4182839789
050-4788873,in-call,69,31.4460685161,34.3990658566
050-7390775,in-call,828,31.4275421047,34.39063717
050-8389532,out-call,3292,31.4388658182,34.4056395028
050-2143879,out-call,430,33.8899429947,35.5154271989
