phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6586382,out-call,110,31.4391994806,34.393194761
050-7829832,out-call,2770,31.4455562802,34.40218766
050-4074126,out-call,670,31.4699299878,34.4189783534
050-9702053,in-call,56,31.415128337,34.3798499977
050-8084672,in-call,1176,31.4793123464,34.4367762779
050-6328603,in-call,710,31.4776467614,34.4305022558
050-6816342,out-call,85,31.4496816865,34.4227417607
050-4874662,out-call,1722,31.4428811642,34.4068842994
050-9817908,in-call,68,31.4467874007,34.4105902386
050-8839720,out-call,602,31.4493561606,34.3909553628
050-3976586,out-call,70,31.4200884698,34.3641678651
050-9094902,out-call,19,31.4263741188,34.4198840947
050-2545486,out-call,2844,31.4239268998,34.3774730973
