phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1450205,out-call,47,31.443263349,34.4067259259
050-4290648,out-call,86,31.4466875337,34.4266326212
050-9488515,in-call,116,31.4500956555,34.4073083465
050-6663171,in-call,86,31.4593203965,34.4027902539
050-5611923,out-call,610,31.4089880386,34.3774144019
050-5652673,in-call,13,31.4145215491,34.3754614768
050-5380410,in-call,3392,31.4695815259,34.4300730566
050-8487253,out-call,3090,31.4428981119,34.3967772937
050-9932947,in-call,84,31.4527262447,34.4082320596
050-9910947,in-call,59,31.4494351156,34.4208798888
050-2544784,out-call,46,31.4088990159,34.3598995837
