phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2305016,in-call,55,31.4589230412,34.4211605399
050-3130722,in-call,3362,31.4639377019,34.4189841325
050-5628396,in-call,2523,31.4338932216,34.4066446103
050-8325571,in-call,99,31.4370578735,34.401063856
050-2813922,out-call,18,31.3918030263,34.3554734543
050-2409483,out-call,55,31.432859593,34.3883905272
050-8090911,in-call,884,31.4156076683,34.3722906523
050-9663000,out-call,1603,31.4233980838,34.3818601745
050-3121850,out-call,48,31.4559750325,34.4121178777
050-9646479,in-call,41,31.4290275054,34.3870973473
050-9781637,out-call,1534,31.415848623,34.3664155406
050-9300708,out-call,20,31.47835589,34.4304002639
050-2495378,in-call,13,31.4666892994,34.4281805184
