phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4418398,in-call,2755,31.4156306886,34.3681529268
050-9222361,in-call,104,31.4626223,34.4379235045
050-9241224,out-call,2552,31.4591538926,34.4429031917
050-6347362,out-call,2192,31.4552687245,34.4032155454
050-7948857,in-call,42,31.4337066543,34.3898289074
050-2087139,in-call,661,31.4255691312,34.3970436896
050-7024084,in-call,60,31.4197150235,34.364253606
050-1634298,out-call,21,31.4025799185,34.3472706633
050-9511084,in-call,728,31.4949017992,34.4624802207
050-8157988,out-call,48,31.4748121872,34.433446673
050-7107208,in-call,86,31.38803577,34.3512235127
050-4983014,out-call,22,31.4360212943,34.4101101558
050-4983233,in-call,24,31.4597313566,34.4092644974
050-1633974,out-call,2182,31.4139530653,34.3699614359
