phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9132367,in-call,45,31.4151976224,34.3688878515
050-9897100,out-call,64,31.4708618725,34.431135406
050-1160485,out-call,77,31.471513548,34.4560850541
050-5321021,in-call,95,31.4450381738,34.3996303733
050-6011591,out-call,2273,31.4026539916,34.355418619
050-4404244,in-call,119,31.4319156644,34.3923852251
050-3616639,out-call,38,31.4247631545,34.3900512747
050-7344045,in-call,89,31.4535530143,34.4248483575
050-3952202,in-call,61,31.4176998438,34.3815225738
050-2327084,out-call,85,31.4018245404,34.3546237004
050-1837592,in-call,3167,31.4475735845,34.4169435467
050-7939343,out-call,36,31.4157724909,34.393524745
050-1764099,in-call,54,31.4503744965,34.4143353554
050-9505322,out-call,17,31.3988381799,34.3688358916
