phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2303081,out-call,1762,31.4161864927,34.3796728554
050-4487246,in-call,90,31.4532802621,34.4168468336
050-9443449,in-call,31,31.4954819262,34.433773377
050-7289662,in-call,54,31.4378439023,34.3954245867
050-7946413,in-call,673,31.4676086182,34.4196276617
050-3655724,in-call,55,31.4507143097,34.4059109768
050-3811841,out-call,11,31.4573446392,34.4169427365
050-8629097,out-call,3193,31.4524018994,34.4149282251
050-9827052,in-call,62,31.4263741188,34.4198840947
050-4723571,in-call,62,31.4626223,34.4379235045
