phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1421177,out-call,3394,31.4299437532,34.4202088463
050-1593135,out-call,2231,31.4065639298,34.3592830412
050-2372440,out-call,1339,31.4572586852,34.4172349529
050-3936576,out-call,2941,31.4649018837,34.4198138714
050-6845481,out-call,114,31.4605675884,34.4285422749
050-8471838,in-call,99,31.4695478033,34.4179310457
050-1549946,out-call,93,31.4433731478,34.3977825474
050-8140823,out-call,2292,31.4233890932,34.3789667829
050-2509611,in-call,1433,31.4545178257,34.4133817085
050-5253221,in-call,3135,31.4339650551,34.3961436233
050-7522858,out-call,83,31.4385959975,34.4090488212
