phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9079521,out-call,3154,31.4602145822,34.435436309
050-8637178,out-call,859,31.4470975049,34.3983372951
050-8445879,in-call,99,31.4579166078,34.4183559462
050-2268155,in-call,2917,31.4469051285,34.4232042506
050-1305930,in-call,2114,31.4425011444,34.3996902811
050-1544425,out-call,2555,31.4317413197,34.3814692483
050-2292987,in-call,420,31.4494114378,34.3996384531
050-4601193,in-call,48,31.4541866064,34.3940161086
050-8410737,out-call,1920,31.4874805226,34.444639305
050-2577512,out-call,16,31.4419442172,34.4033807317
