phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9534209,out-call,1407,31.3991223774,34.3623396728
050-9250289,in-call,22,31.4263048793,34.3833056213
050-9926129,out-call,2906,31.4178056991,34.3884559182
050-4033335,out-call,3287,31.441119492,34.3964860346
050-9418818,in-call,3498,31.4376022436,34.3814159299
050-3525592,in-call,2566,31.4596726708,34.4053095251
050-1219058,in-call,1850,31.4489346212,34.4095629323
050-1800074,out-call,783,31.4255509475,34.3716808014
050-9566905,in-call,617,31.4382214021,34.3953804721
050-2137617,in-call,24,31.4435481578,34.4024676779
050-3734007,out-call,112,31.4480550018,34.4088264448
050-2181205,out-call,1891,31.4012686648,34.3626033092
050-4851877,in-call,93,31.4167266137,34.3672093993
