phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7165238,out-call,60,31.3749834717,34.3286903181
050-1221080,out-call,655,31.4101628358,34.3593350555
050-5832653,in-call,3403,31.4762085788,34.4347101712
050-6305786,out-call,3436,31.4449883696,34.3869883658
050-1501352,out-call,1284,31.4017631176,34.344917536
050-1709726,out-call,2232,31.4357780111,34.404199517
050-3925742,out-call,1299,31.4531770942,34.3962586249
050-4133767,out-call,718,31.511398456,34.4769352365
050-6733146,out-call,55,31.414347935,34.3752397301
050-8976936,out-call,1302,31.4166201109,34.3664903907
050-8232667,out-call,2210,31.418355186,34.377087885
050-4189286,in-call,72,31.4185655331,34.3662697506
050-9116109,in-call,1969,33.879769269,35.5095701734
