phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5412943,in-call,3545,31.4282218816,34.3892822332
050-2286183,in-call,854,31.4914340383,34.4503994562
050-9893113,in-call,40,31.4010402187,34.3628816541
050-2267110,in-call,1351,31.4273493156,34.3867546708
050-4415919,in-call,3030,31.4618725841,34.4344840159
050-8257486,out-call,3231,31.4706920985,34.4338942698
050-5404785,in-call,116,31.4354402732,34.4008517086
050-7694095,in-call,171,31.4108223989,34.3863385183
050-2308320,in-call,2702,31.4200961198,34.3764711284
050-9933605,out-call,23,31.4535617103,34.4225455601
050-5394382,in-call,40,31.4879485888,34.455290317
050-5938890,out-call,64,31.4391055033,34.3846774311
050-3354729,out-call,3015,31.4344353511,34.3898508474
050-7631500,out-call,90,31.4445991595,34.4221561352
