phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6521014,in-call,1351,31.4469142733,34.4245842562
050-2724036,out-call,2087,31.4864361791,34.4313791778
050-3870671,out-call,51,31.4401590558,34.3920173204
050-6640502,out-call,47,31.4307934483,34.3916203333
050-9700101,out-call,2073,31.4140786513,34.3639916673
050-4956882,out-call,24,31.4118965071,34.3687407544
050-1751391,out-call,711,31.4368491621,34.4025239215
050-4478225,in-call,17,31.4612261634,34.42568552
050-9272871,out-call,11,31.4490825366,34.4156789937
050-4223740,out-call,100,31.4247631545,34.3900512747
