phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6107679,in-call,3337,31.4416938596,34.3925753428
050-8959144,out-call,1204,31.4350488153,34.4215208619
050-2330818,out-call,317,31.4463272736,34.4161357485
050-7553675,out-call,53,31.4334653645,34.3938097897
050-8181663,out-call,117,31.4394248672,34.3975646461
050-2115655,in-call,316,31.4206413537,34.3691238633
050-4821246,out-call,14,31.3919152749,34.3383940151
050-5670014,out-call,75,31.4070332042,34.373383917
050-4918069,out-call,112,31.3970341875,34.3727513396
050-9353722,out-call,51,31.4703508999,34.4211026896
050-8205099,out-call,539,31.4513088811,34.3992472745
