phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5108326,out-call,2223,31.4175663529,34.3829213162
050-1120096,in-call,41,31.3963852806,34.3542818252
050-5929152,out-call,2425,31.4452174311,34.3956354127
050-4223099,in-call,63,31.4680145858,34.4199550569
050-8239145,in-call,1308,31.4652046324,34.4551242007
050-6770049,out-call,3272,31.4547654876,34.3871712057
050-2605971,out-call,55,31.4727088536,34.4292931866
050-4471574,in-call,1336,31.428480484,34.3875551688
050-5982750,in-call,2035,31.418438513,34.3726957977
050-8953648,out-call,103,31.4400699034,34.4030829952
050-7907930,in-call,719,31.3972999424,34.3448976702
