phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4273961,in-call,71,31.4456266799,34.4015084946
050-8522597,in-call,751,31.4444202209,34.3968488528
050-3558880,out-call,112,31.4510300689,34.415903491
050-3518339,out-call,117,31.4470422541,34.4080938215
050-6733701,in-call,84,31.4024070752,34.3619080519
050-6307778,in-call,120,31.4103157265,34.3617762838
050-6014713,in-call,530,31.4292971138,34.3839076797
050-9638647,out-call,58,31.4526857699,34.4204807531
050-6771734,in-call,1997,31.4720287886,34.4328163332
050-3172171,in-call,83,31.4164931133,34.3721361423
