phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3682164,out-call,89,31.4785504279,34.4440227161
050-7283339,in-call,1699,31.4499214238,34.4099304286
050-5889093,out-call,2371,31.4359576615,34.394897848
050-3514754,out-call,3281,31.4196484293,34.3698009948
050-5583560,out-call,1852,31.4488917919,34.414070864
050-9396414,in-call,50,31.4788968009,34.4380144718
050-6230391,in-call,24,31.4200196105,34.3777129827
050-2586190,in-call,2033,31.4221152864,34.3900191554
050-7476548,out-call,11,31.4134152812,34.3776805344
050-1589467,in-call,1096,31.4682977975,34.4163206228
050-6354550,out-call,18,31.4734908644,34.4347660699
050-3738844,in-call,10,31.4240587519,34.3746311475
050-4908928,in-call,30,31.4613429034,34.4175180362
050-2517852,in-call,28,31.4490410228,34.4084755085
