phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7611389,out-call,62,31.4826788848,34.4293787558
050-1029115,out-call,52,31.5102885619,34.4806591244
050-1807978,out-call,1990,31.4165893439,34.3716748661
050-5368775,out-call,49,31.4961580069,34.4615880702
050-5046318,out-call,3193,31.4826788848,34.4293787558
050-6926821,in-call,2961,31.4295541459,34.3785519981
050-4136050,in-call,3160,31.4723118303,34.4348970092
050-1737295,in-call,2226,31.4043448515,34.3466405854
050-5729752,out-call,96,31.4329777039,34.4007417034
050-7830666,in-call,1598,31.4551613319,34.4246054506
