phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7327103,out-call,99,31.4166225605,34.3564468251
050-5990144,in-call,74,31.4337488818,34.3956727001
050-3079662,out-call,227,31.4520627739,34.4167343386
050-4203671,out-call,2030,31.4681206774,34.4165096216
050-2511079,out-call,1698,31.3925641494,34.3317474161
050-4858563,in-call,286,31.4180075272,34.387864785
050-9997750,out-call,1864,31.4290165289,34.4059553849
050-3255393,out-call,20,31.3872411938,34.3453027767
050-5598429,out-call,2543,31.4234838836,34.3787891844
050-1468993,in-call,3551,31.404037081,34.3741106432
050-1854788,in-call,2394,31.4136245639,34.3737140905
050-6577954,out-call,38,31.4533008159,34.4074781168
050-5432862,in-call,66,31.4186933065,34.3810175216
050-8389359,in-call,67,31.4017162287,34.3714707239
