phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3931091,out-call,70,31.4372860859,34.3781460694
050-7270628,out-call,99,31.4432084733,34.3971354355
050-8266998,in-call,2037,31.4788417329,34.440704371
050-2895763,out-call,74,31.4680145858,34.4199550569
050-2127190,out-call,107,31.461314613,34.4084754821
050-5231494,out-call,113,31.3814318088,34.3383235788
050-5983771,out-call,47,31.506006121,34.4664295556
050-1322579,out-call,33,31.440073022,34.398976866
050-8943688,out-call,75,31.4503903319,34.4021468253
050-8135011,in-call,50,31.4708206837,34.4096857845
050-6037079,out-call,1454,31.4293241607,34.3833958064
050-8935512,out-call,114,31.4084184568,34.3644943961
050-4678574,out-call,1308,31.4415382468,34.3985971567
050-1955304,out-call,2445,31.4326984518,34.3950829208
