phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3110691,out-call,2275,31.4045499121,34.3712925668
050-1183115,in-call,43,31.4450491487,34.4159622233
050-2275841,in-call,299,31.4215622608,34.3621889746
050-7670555,out-call,3319,31.4718895537,34.4347838603
050-3054606,out-call,2967,31.4650504862,34.4313490425
050-8901835,in-call,37,31.4544099361,34.4148891907
050-2002942,out-call,66,31.4492474689,34.4121373951
050-1836106,in-call,1145,31.4097381332,34.3690743092
050-4273065,in-call,87,31.3865311874,34.325871127
050-5956820,out-call,2533,31.3768198619,34.3397222254
050-9890588,out-call,1982,31.4950371795,34.4489746383
050-9140867,in-call,1069,31.4595837945,34.4177424413
050-6172484,in-call,3287,31.4520931843,34.4180418999
