phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8014618,out-call,76,31.4550476705,34.4177584331
050-7295121,out-call,75,31.4879146702,34.4514982917
050-3325805,out-call,89,31.4649611646,34.4161303982
050-7485975,in-call,308,31.4857780302,34.4505071091
050-8244823,out-call,105,31.4450491487,34.4159622233
050-2912429,in-call,1075,31.451605186,34.4154005181
050-2055221,in-call,37,31.4124053666,34.3727202216
050-6939355,out-call,1087,31.4011481975,34.3698464863
050-9214579,out-call,3404,31.4623419002,34.4070491062
050-5213228,in-call,2958,31.4680566906,34.4417004658
050-1487984,in-call,67,31.3813423767,34.3329282311
050-6845579,in-call,75,31.4544885598,34.4104676694
050-3323103,out-call,2485,31.4831759243,34.4481427882
050-1145295,in-call,1111,31.4220985229,34.3624456702
050-2177496,in-call,2476,31.4221121077,34.3676665567
