phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3070204,in-call,91,31.4634009541,34.4193245409
050-2724351,out-call,1002,31.4586559461,34.4161997161
050-1986365,in-call,13,31.4109317005,34.3661170349
050-5992608,in-call,45,31.4407856023,34.4120529402
050-5235519,out-call,88,31.465849693,34.4373106529
050-2691125,out-call,28,31.4163864896,34.3628368559
050-4157451,out-call,47,31.3759686552,34.3300960817
050-9194376,in-call,3209,31.417615512,34.3728814151
050-1210007,out-call,55,31.4568303869,34.4289387334
050-9588731,in-call,2126,31.4569190072,34.4146682238
050-1378860,out-call,36,31.4606168039,34.4193484278
050-3466694,in-call,2184,31.4923202358,34.4524890052
