phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2544720,in-call,1296,31.4695977844,34.4395341711
050-7222923,out-call,113,31.4556086359,34.3982270341
050-7639227,in-call,75,31.4602145644,34.4176654625
050-1533433,in-call,117,31.4540773638,34.4149581727
050-3230203,in-call,58,31.4671784315,34.4293189205
050-8742660,in-call,120,31.4435155705,34.3881350064
050-9005422,in-call,16,31.4380330742,34.3861289022
050-7960473,in-call,92,31.4528320952,34.4109398414
050-8344625,in-call,546,31.4414514201,34.4115921947
050-4026421,out-call,104,31.4547649692,34.3952528995
050-4790158,out-call,83,31.4114357312,34.3701679587
