phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5459662,in-call,782,31.4870792235,34.4451954148
050-7963980,in-call,63,31.4737279309,34.4303346054
050-7267261,in-call,36,31.4016514627,34.3424610059
050-3072724,in-call,2023,31.47391743,34.4358760403
050-3507618,out-call,2172,31.4481594386,34.3889673265
050-3118024,out-call,119,31.4533266997,34.4138624076
050-8862762,in-call,23,31.4556107997,34.4193679069
050-1414769,out-call,199,31.3923722782,34.3511375083
050-4368447,in-call,783,31.4507692541,34.4299284125
050-6446528,out-call,3346,31.4309401063,34.4162048452
050-8087848,out-call,3171,31.4627529036,34.4164596637
