phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1840164,in-call,21,31.3810729087,34.3431676622
050-7861303,out-call,1529,31.4572861792,34.4147261277
050-6115172,out-call,21,31.4703843891,34.435175899
050-8400475,out-call,50,31.4713255983,34.4225456814
050-1044584,out-call,109,31.4064311039,34.3713270253
050-8087084,out-call,49,31.4573783606,34.4300424343
050-8824659,out-call,3410,31.4489751477,34.4094207303
050-6337314,out-call,817,31.4057038728,34.3670167298
050-2316603,in-call,24,31.4670342737,34.4356202174
050-2026741,in-call,2834,31.4733215502,34.4340438716
050-6001506,in-call,687,31.4601866686,34.432542857
050-1296158,out-call,13,31.4547649692,34.3952528995
050-3899228,in-call,75,31.4614434672,34.4314566369
050-7675120,out-call,939,31.4351435636,34.4128891933
