phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5930977,in-call,228,31.4742461865,34.4587378238
050-4082270,in-call,1596,31.4591314106,34.4299293718
050-4510710,out-call,587,31.4694500274,34.4317663256
050-1694370,in-call,2400,31.4556086359,34.3982270341
050-2475998,in-call,79,31.476989227,34.4484730598
050-2544260,out-call,117,31.4683421629,34.4294040572
050-5594804,out-call,1198,31.4928639556,34.4533609452
050-4016151,out-call,2004,31.406901289,34.3711829403
050-7587659,in-call,112,31.4745083922,34.4320146954
050-2022375,in-call,2181,31.495889744,34.4698491993
050-4829619,out-call,61,31.4577770719,34.4271963899
050-1848432,out-call,1532,31.502870731,34.4619702228
