phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3107921,out-call,112,31.461231052,34.4298180709
050-6242459,in-call,57,31.451018948,34.4092977545
050-1297419,out-call,40,31.4376781928,34.3873253226
050-1535868,out-call,67,31.408966348,34.3714203459
050-6823235,in-call,114,31.4449176205,34.4140009438
050-5243182,out-call,106,31.479643957,34.4473397644
050-7650727,in-call,10,31.4560548904,34.4048939505
050-9645352,out-call,174,31.413128749,34.3728097141
050-5101238,in-call,89,31.4180060969,34.3685124516
050-8058273,out-call,52,31.4084774927,34.3456713983
050-5643011,in-call,102,31.4134607272,34.374601652
050-7754393,in-call,49,31.4344320794,34.4213974773
050-1194682,in-call,18,31.4119698905,34.3655954063
050-5840430,in-call,26,31.4568158104,34.4311019044
050-6180486,out-call,923,31.4920069421,34.4613606418
