phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3376230,out-call,26,31.4477099109,34.4227363835
050-3599258,out-call,499,31.4501674529,34.4152219216
050-5757587,in-call,17,31.3852961185,34.3480646615
050-7731268,out-call,47,31.4534766023,34.4144184593
050-3175594,out-call,71,31.4122680793,34.3758885195
050-9861955,out-call,2919,31.4607591829,34.423215274
050-5220066,out-call,305,31.4658402222,34.4313032366
050-8397477,out-call,3407,31.4720565134,34.4253308709
050-6543828,in-call,87,31.4469459659,34.4139149238
050-8824454,in-call,1707,31.4950371795,34.4489746383
050-4545826,out-call,59,31.4581304339,34.4181840464
050-3154499,out-call,1115,31.423483446,34.3655155728
