phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4647648,out-call,89,31.4634009541,34.4193245409
050-7099701,in-call,1707,31.4703843891,34.435175899
050-6636157,in-call,28,31.4569666754,34.4185882134
050-6592283,out-call,331,31.4585832349,34.4191163817
050-8408587,out-call,1892,31.3856095577,34.3523626498
050-4614086,in-call,31,31.4924500301,34.4775428782
050-9819945,in-call,76,31.4589025502,34.4175639232
050-2214361,in-call,91,31.4648948084,34.4228465515
050-7606504,in-call,2910,31.4726946178,34.4401864084
050-8230269,in-call,96,31.4570740793,34.4219088447
050-3204182,out-call,3085,31.4045499121,34.3712925668
050-9711259,out-call,2887,31.4701988524,34.407923283
