phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8891501,out-call,43,31.4197599617,34.3697861143
050-5722409,out-call,3169,31.4551110924,34.4164117969
050-6404689,in-call,82,31.4744019526,34.4398889359
050-2458489,in-call,2461,31.4505655875,34.4180090125
050-3327833,in-call,1697,31.4783116396,34.4608454204
050-6998287,out-call,92,31.4604443961,34.4326620124
050-7090508,out-call,150,31.4437366298,34.3894271102
050-6770255,in-call,2865,31.4421308838,34.3859444957
050-4973553,in-call,86,31.4693139373,34.4165670158
050-1573656,in-call,115,31.4695683261,34.4401739393
050-7784413,in-call,1089,31.4704201393,34.4389124717
050-1208130,out-call,70,31.4602523022,34.4240151158
050-1981015,out-call,76,31.4414360708,34.4169856785
050-8762241,in-call,117,31.3994078598,34.3710226343
050-3964841,in-call,1723,31.4568303869,34.4289387334
