phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5982529,out-call,2611,31.4593869583,34.4167808802
050-7785607,out-call,102,31.4607591829,34.423215274
050-3927572,in-call,1457,31.4469874223,34.4165641637
050-1025473,in-call,30,31.4089217701,34.3701608203
050-9943261,out-call,86,31.4831759243,34.4481427882
050-7659903,out-call,12,31.4807909366,34.4316673012
050-4011729,out-call,62,31.4455112556,34.4105124788
050-2727363,in-call,3208,31.4291176397,34.418843157
050-2534172,out-call,120,31.4663646035,34.4270451291
050-2305210,out-call,3500,31.4829464197,34.4522446156
