phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5835153,out-call,32,31.4657078656,34.4392066255
050-5405703,in-call,2789,31.4527952762,34.4077494173
050-7940018,out-call,603,31.47302333,34.44993184
050-7500068,in-call,45,31.4687157243,34.4587331898
050-2009760,in-call,1261,31.4606807978,34.4266625123
050-5619944,in-call,22,31.4732435139,34.4294301072
050-8714115,in-call,849,31.4567959219,34.398772746
050-4806257,in-call,105,31.4418406889,34.3854883109
050-4419033,in-call,2037,31.4379661856,34.3887840963
050-2864918,out-call,909,31.4959592157,34.4589067176
050-1884532,out-call,1032,31.4097381332,34.3690743092
050-5697026,out-call,19,31.4623459749,34.4238432396
