phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7553243,out-call,562,31.4906266893,34.4518966143
050-9410733,in-call,35,31.464659551,34.4322926804
050-4752862,in-call,2605,31.4728072149,34.4379491653
050-8832721,in-call,2967,31.4568005036,34.4364340922
050-7275895,out-call,103,31.4755655292,34.425891024
050-6634705,in-call,3206,31.4198709617,34.403520582
050-2889840,in-call,276,31.4531281335,34.4173018796
050-5740167,out-call,2943,31.4542242134,34.4163847008
050-9222499,in-call,13,31.4619896643,34.4394558959
050-3708708,out-call,73,31.4384874109,34.3882144647
050-6467864,in-call,1479,31.4826554996,34.4423955016
050-7416064,out-call,127,31.4694615967,34.4405837724
050-2188096,out-call,1356,31.4529551018,34.4248827889
050-4916546,out-call,102,31.4582878747,34.4330951253
