phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1274391,in-call,555,31.4471346097,34.4163897751
050-4409705,in-call,120,31.3909285993,34.3529818997
050-2414272,in-call,1279,31.4584193579,34.4152388662
050-2932095,out-call,221,31.4765382842,34.4317140747
050-3807331,out-call,2988,31.4483837162,34.410734011
050-5227281,in-call,103,31.4713206945,34.4375836174
050-8853474,in-call,62,31.4458531724,34.4144221978
050-9519546,out-call,1829,31.394008858,34.3447264158
050-8037356,in-call,580,31.3864361065,34.3425352432
050-9038566,out-call,16,31.4368080581,34.413196424
050-6664852,in-call,2930,31.4648948084,34.4228465515
050-7978873,in-call,30,31.4810032442,34.44941372
050-5777819,in-call,60,31.4718316308,34.4260934932
050-2643205,in-call,3020,31.4110004381,34.3753764133
