phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3214795,out-call,3425,31.4122489925,34.3904777894
050-8187195,out-call,151,31.420419099,34.3680052208
050-2213787,out-call,317,31.4475585857,34.4191477948
050-2799488,in-call,2126,31.4514813094,34.4100249292
050-8375811,out-call,479,31.4741415245,34.4419162799
050-8913397,out-call,3313,31.450130072,34.4157747359
050-4432538,in-call,2867,31.4564244162,34.4086035671
050-2917793,in-call,69,31.4184590536,34.3687100996
050-8589431,out-call,28,31.4746695262,34.4340052809
050-4747289,in-call,98,31.4795240899,34.4504927824
050-1678529,in-call,2408,31.4699240011,34.4377186208
050-8560339,in-call,788,31.4407201382,34.3880815707
050-7659315,in-call,90,31.4540595224,34.4138971413
