phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9818973,out-call,15,31.4815702093,34.4320918544
050-6087561,in-call,48,31.4543574377,34.4128167653
050-6035673,out-call,1278,31.4543049287,34.4096340247
050-2169599,out-call,20,31.394008858,34.3447264158
050-2842094,in-call,2157,31.4699994224,34.4360299155
050-1601366,out-call,14,31.460768718,34.437567614
050-9902084,in-call,73,31.4906266893,34.4518966143
050-7267505,out-call,77,31.4663771558,34.4282608035
050-2335566,in-call,42,31.4785600102,34.4446776662
050-2681831,in-call,1351,31.4105016204,34.3924807592
050-1659715,out-call,19,31.4978693378,34.4635536145
050-7471477,out-call,2783,31.4700593092,34.4148489787
050-8304338,in-call,1988,31.4438602822,34.4132835242
