phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4976488,in-call,113,31.468568149,34.4304771016
050-1437553,out-call,3342,31.4532778756,34.4181812046
050-1001854,out-call,99,31.4607602544,34.4081270285
050-8808213,in-call,87,31.4620124154,34.4336684708
050-9619567,in-call,1523,31.4434100947,34.3894049078
050-4999070,out-call,3035,31.4827897458,34.4421824179
050-9056220,in-call,93,31.4719431529,34.4220045853
050-3556891,out-call,95,31.4598032711,34.4158283978
050-4589795,in-call,26,31.4562207311,34.413409462
050-2800678,in-call,2312,31.442638495,34.4132172282
050-9736288,in-call,2892,31.4644321301,34.4249175036
050-4131200,in-call,120,31.4455888241,34.4273417637
050-2402800,in-call,591,31.4532676239,34.4210022665
050-6975203,out-call,1208,31.4215622608,34.3621889746
050-5712338,out-call,3278,31.4609847189,34.4026945499
