phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8020640,out-call,55,31.435100299,34.3855383614
050-4724786,in-call,2023,31.41182839,34.3758399404
050-2709191,out-call,1868,31.4523788088,34.4195516399
050-4277828,out-call,71,31.4565011279,34.403940139
050-9077077,in-call,3379,31.4572330395,34.4023962785
050-4057935,in-call,721,31.462474071,34.4195182004
050-3740492,in-call,48,31.4546906285,34.3972240901
050-6348325,out-call,3130,31.4541733503,34.4285524462
050-4824419,in-call,660,31.4456415728,34.4115709592
050-9583689,in-call,70,31.4210862564,34.3683751189
050-6828007,out-call,931,31.4900344689,34.4602066217
050-3126554,in-call,64,31.4091320015,34.369370603
050-5454108,out-call,629,31.4515037128,34.4294404318
050-5110864,out-call,53,31.4662245256,34.4275991317
