phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2760449,out-call,2069,31.4362510057,34.3831710374
050-9666878,out-call,2614,31.4574515495,34.4174721436
050-3978472,out-call,2803,31.3658539032,34.309508207
050-7146031,out-call,101,31.4535564111,34.4247536833
050-9784340,in-call,1610,31.4532138548,34.416176149
050-2895229,out-call,81,31.4141301223,34.3893600034
050-2515973,out-call,106,31.4164582266,34.3670051976
050-2324572,out-call,15,31.4486403967,34.3919537181
050-9414955,in-call,64,31.4686885818,34.4236799668
050-6431591,out-call,61,31.4688970735,34.4161360737
050-2135307,out-call,1221,31.4713206945,34.4375836174
050-4667905,in-call,57,31.4565631425,34.4205545606
050-3446077,out-call,1527,31.4143746576,34.3700260946
