phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6468981,out-call,2141,31.4067230283,34.3665793717
050-9387124,out-call,13,31.4654850697,34.4317974875
050-8132019,in-call,1826,31.4141475232,34.3665807147
050-5616694,out-call,3312,31.4671784315,34.4293189205
050-1745557,in-call,2605,31.502870731,34.4619702228
050-4525576,in-call,53,31.4778191644,34.4424943144
050-7975668,out-call,89,31.4562113853,34.4093466619
050-4302199,out-call,85,31.41205523,34.3678748972
050-3343019,in-call,602,31.4595630098,34.4121301989
050-5206266,in-call,3407,31.4679886778,34.4144973295
050-7271737,out-call,3318,31.4530591774,34.4143754905
050-2843890,in-call,1425,31.4472252157,34.4185533471
