phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4641920,out-call,3468,31.4241467219,34.3820962251
050-1293635,out-call,2829,31.4572358504,34.4094845669
050-3384487,in-call,112,31.4267083348,34.3946385802
050-1069325,in-call,12,31.4444589128,34.3763515875
050-5095468,in-call,61,31.4969101485,34.4583515828
050-7054656,in-call,119,31.4318830683,34.4013406956
050-9525089,out-call,31,31.4555262965,34.3830235859
050-3807331,in-call,935,31.3987592148,34.373815349
050-3405872,out-call,1216,31.4526051462,34.4144973507
050-6908746,in-call,3162,31.4079650774,34.3866569173
050-5962430,out-call,3328,31.4366949429,34.4054281045
050-8672422,in-call,732,31.4764642686,34.4331414342
050-6234611,in-call,2075,31.4210405057,34.367681596
050-5053545,in-call,3225,31.4568478026,34.3989646477
050-7118325,out-call,79,31.4221996401,34.3860840578
