phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7841596,in-call,1009,31.4924500301,34.4775428782
050-3231630,out-call,117,31.4436760014,34.4188732648
050-1669205,out-call,1175,31.4528375228,34.4118937631
050-8619155,in-call,956,31.4855828317,34.4487197936
050-9224905,out-call,103,31.457013725,34.4309795339
050-3254731,in-call,3151,31.4796846252,34.4399917651
050-2805855,in-call,84,31.5087777831,34.462561031
050-6054417,out-call,27,31.4620190646,34.418116166
050-3474121,in-call,92,31.4362620113,34.3892206411
050-4886589,in-call,69,31.4419857133,34.3907062453
050-2503220,out-call,63,31.4580168737,34.4204257003
050-4517650,out-call,34,31.4558061855,34.4255347444
050-5099354,out-call,16,31.4478629325,34.4186291843
050-6207601,out-call,1546,31.4693842949,34.4263893178
