phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5793032,in-call,13,31.4524006742,34.4243609705
050-9093220,out-call,260,31.4701146058,34.4439116477
050-2444434,in-call,2173,31.4720818017,34.4467268747
050-5656220,out-call,918,31.4135772117,34.3706706096
050-7854020,in-call,103,31.4701146058,34.4439116477
050-2271825,in-call,733,31.3780357876,34.3143907031
050-7144723,in-call,103,31.4529551018,34.4248827889
050-8674504,out-call,1996,31.4630846091,34.4069598512
050-8593438,in-call,12,31.4854447546,34.4373456791
050-1662723,in-call,111,31.4417579688,34.3917201404
050-3390597,out-call,67,31.4707925631,34.4280580202
050-2877566,in-call,1239,31.4666808621,34.4158099066
050-6032659,out-call,95,31.4567959219,34.398772746
