phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3006987,in-call,62,31.4607666867,34.4221382585
050-7162759,out-call,568,31.4570160966,34.4152143112
050-5573851,in-call,1965,31.3951061061,34.353593497
050-5774714,out-call,66,31.4654048994,34.4262872371
050-7358179,in-call,204,31.4636593878,34.4155529803
050-2783406,in-call,1146,31.4435614931,34.3871035186
050-9869761,out-call,3093,31.4618056615,34.4246353741
050-7332010,out-call,120,31.4514110116,34.4298668861
050-4214371,out-call,77,31.4489965061,34.4219973886
050-9089920,in-call,3208,31.4576174777,34.3997230933
050-9033798,out-call,102,31.4582449462,34.4151136459
050-3975453,in-call,10,31.4651889731,34.406717285
050-2178854,out-call,22,31.4604505028,34.4173871217
050-2782324,out-call,21,31.4778191644,34.4424943144
050-7480095,in-call,19,31.4737588589,34.4304392556
