phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6798623,out-call,2054,31.4541094976,34.4108321679
050-7066915,out-call,734,31.4668963951,34.4152715231
050-9943848,out-call,548,31.483967289,34.4275863286
050-5352929,in-call,47,31.4101049056,34.3880589632
050-8425963,out-call,79,31.4174455639,34.3706496164
050-7883714,in-call,244,31.471034349,34.4424066555
050-5550837,in-call,2446,31.4518681462,34.4110462701
050-4701205,in-call,35,31.4413528321,34.424101096
050-9906443,in-call,67,31.4611392716,34.4234805793
050-2402698,out-call,92,31.4743491469,34.4335537204
050-3644267,in-call,3378,31.447264107,34.4161810342
050-5710370,out-call,1694,31.4546227694,34.413848848
050-4890377,out-call,38,31.4156977238,34.3703840001
050-2226906,in-call,949,31.4990993168,34.4508257177
