phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9846758,out-call,39,31.3959485488,34.3644537914
050-2398093,out-call,3274,31.3949325564,34.3390069581
050-8380099,out-call,2093,31.4446488037,34.3749719725
050-6542581,in-call,55,31.4540998104,34.4270512393
050-1119248,in-call,688,31.3977401515,34.3630439224
050-5859222,in-call,55,31.4114197861,34.3715398155
050-3502040,in-call,94,31.4603801358,34.4337511737
050-8877046,in-call,1182,31.4261898664,34.3935546438
050-4384059,out-call,391,31.4157527287,34.3725690053
050-7019861,in-call,20,31.4901379319,34.4469718655
050-5442479,in-call,2736,31.4139139014,34.3671335731
050-5641185,in-call,3038,31.480269797,34.4504963195
