phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7445313,out-call,17,31.4527470027,34.4200958575
050-1592388,in-call,87,31.4045499121,34.3712925668
050-6245765,in-call,2474,31.3843825756,34.3291570747
050-4336824,out-call,1501,31.466811665,34.4312148307
050-3356549,out-call,2470,31.4830061137,34.4419757549
050-1707568,out-call,2784,31.4522742994,34.4194390753
050-7346175,in-call,34,31.4157866843,34.373725305
050-4717148,out-call,48,31.4876386254,34.4527809227
050-7254956,out-call,2614,31.4625033741,34.4115822361
050-4395972,out-call,2789,31.47302333,34.44993184
