phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2184276,out-call,1879,31.4042330273,34.3670854073
050-3191683,in-call,2272,31.4713897736,34.4496381592
050-6930640,out-call,518,31.4718067101,34.4185997054
050-9136762,in-call,417,31.459539465,34.4107171051
050-2562140,in-call,3479,31.451720234,34.4112509531
050-4577594,in-call,3576,31.4720428377,34.4413185588
050-7902613,out-call,3187,31.4363349414,34.3902005627
050-2313676,in-call,19,31.4962824341,34.453808459
050-7183335,out-call,113,31.4487711088,34.4094388274
050-6865515,out-call,3496,31.4608420296,34.4125979292
050-1179806,in-call,3140,31.4687076199,34.4332575809
