phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6141555,out-call,58,31.4517790045,34.4129160202
050-2266145,out-call,107,31.4450127165,34.4105937168
050-4659194,out-call,14,31.4558231428,34.4087345933
050-8793284,out-call,104,31.4518930776,34.4140584196
050-3274503,out-call,94,31.4658618419,34.4501234781
050-7224746,out-call,2368,31.4518591303,34.4195736837
050-6153605,in-call,34,31.4540773638,34.4149581727
050-2048023,in-call,85,31.4729728058,34.4229730263
050-7690706,in-call,39,31.4821755087,34.4453231272
050-5482914,out-call,519,31.4600017924,34.418982284
050-5329380,out-call,37,31.4574386087,34.4328726886
050-8265210,out-call,1170,31.4906266893,34.4518966143
050-3391331,in-call,2415,31.4340663013,34.4126158938
