phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3103639,in-call,28,31.4757337532,34.4433054002
050-3516777,in-call,106,31.4368080581,34.413196424
050-9465053,in-call,23,31.4489965061,34.4219973886
050-7545469,out-call,2515,31.4691723477,34.4159419289
050-6506171,out-call,50,31.4541589631,34.4054997136
050-6847334,in-call,62,31.4484731855,34.4154910214
050-7621885,in-call,3026,31.4644952698,34.4245331189
050-2653012,out-call,22,31.5123446819,34.4765196085
050-8543970,in-call,2889,31.393553106,34.3443836972
050-4466070,in-call,2063,31.3868115122,34.3397560616
050-2832382,in-call,22,31.4841267136,34.4479983706
050-4105784,out-call,100,31.5022838329,34.4607094246
050-6366959,out-call,456,31.4614807191,34.4398085802
050-5887543,out-call,1505,31.4566692962,34.4123115889
050-5998119,in-call,36,31.4576716896,34.4293196467
