phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4988220,in-call,1788,31.476676415,34.4276678596
050-1515850,out-call,16,31.3963533475,34.3480888015
050-1240216,in-call,1930,31.4542225791,34.4341381559
050-4616856,in-call,113,31.4591148274,34.4077411583
050-8675950,out-call,601,31.4688970735,34.4161360737
050-8244563,out-call,12,31.4687893882,34.4029168083
050-9715415,in-call,26,31.4546906285,34.3972240901
050-2140005,out-call,95,31.4094925427,34.3790858731
050-9173961,in-call,318,31.4042330273,34.3670854073
050-5311849,in-call,3450,31.4402798259,34.4181465084
050-4530920,in-call,2797,31.4366480719,34.4152831539
050-5367589,out-call,3278,31.4492479872,34.409418936
050-4560168,in-call,26,31.3943791221,34.3663240903
