phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4211223,in-call,101,31.4578496888,34.4177872698
050-7853846,in-call,15,31.4553769399,34.4155192155
050-4597279,out-call,115,31.3879017155,34.3442635243
050-1530830,in-call,45,31.4618248389,34.4216845979
050-9785751,in-call,30,31.453624004,34.4198046674
050-2910931,in-call,78,31.4607451322,34.4159229625
050-5727621,in-call,585,31.4373721033,34.4051980761
050-6428071,in-call,1087,31.416811551,34.3648906857
050-3890404,out-call,2040,31.4700593092,34.4148489787
050-6201991,in-call,3550,31.4704690633,34.4324460435
050-6830712,out-call,89,31.4588886679,34.4209603397
