phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8058789,in-call,2147,31.4607451322,34.4159229625
050-2677303,in-call,118,31.4523781738,34.411555886
050-6811118,in-call,93,31.476213625,34.4367323594
050-3085626,in-call,2347,31.4449310116,34.4107775652
050-2619698,in-call,2522,31.4642372814,34.4322704607
050-2466732,in-call,70,31.4097232851,34.3710851573
050-8218283,out-call,2039,31.4456636934,34.4141885723
050-4631358,in-call,2418,31.4713024324,34.4173538536
050-4606928,in-call,3538,31.4084774927,34.3456713983
050-5700545,in-call,3323,31.443015707,34.4153160571
050-4643279,out-call,80,31.4188933366,34.3712739888
050-3602284,out-call,59,31.4500443577,34.4106075804
050-9962385,out-call,117,31.4091320015,34.369370603
