phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5717707,in-call,109,31.4551593064,34.426053569
050-3505323,out-call,2041,31.433502285,34.4041381596
050-9981923,out-call,60,31.4333597195,34.3768032178
050-6440503,out-call,3345,31.4456677078,34.3755854792
050-9798261,in-call,88,31.4544099361,34.4148891907
050-7316583,in-call,772,31.4105552451,34.3742425533
050-7659915,out-call,1271,31.4439440317,34.3764844422
050-6222631,out-call,57,31.4119752429,34.3716229699
050-8294307,in-call,3253,31.4610226154,34.3919316403
050-7416368,in-call,17,31.4475817569,34.4024316136
