phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5924770,out-call,2774,31.4518930776,34.4140584196
050-7434123,out-call,71,31.4929898357,34.4443925408
050-5808901,in-call,2784,31.4980627765,34.4650250842
050-9458480,in-call,12,31.4704486303,34.413878204
050-1048886,out-call,74,31.4533933845,34.4112703392
050-5138419,out-call,30,31.4540595224,34.4138971413
050-9537828,out-call,2244,31.4571479354,34.4195095171
050-4247038,out-call,68,31.4618735822,34.4268359858
050-6467055,out-call,1145,31.4393868799,34.3872503242
050-1024715,in-call,120,31.4559481268,34.4080373082
050-4543933,in-call,53,31.4839167601,34.4507995414
050-1865453,out-call,71,31.4537867155,34.4299099438
