phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8808324,out-call,17,31.4215622608,34.3621889746
050-4406633,out-call,26,31.460732042,34.4134270113
050-5783287,in-call,320,31.4671155582,34.4426953891
050-2143038,in-call,3213,31.4635139515,34.4178569479
050-2002153,out-call,2987,31.4598650028,34.4203765459
050-8220087,out-call,118,31.4765382842,34.4317140747
050-8733383,out-call,60,31.3988934495,34.3739620372
050-3594466,out-call,1548,31.4511686152,34.4118038389
050-3387786,out-call,2566,31.4154903771,34.3675254259
050-9170138,out-call,3222,31.4499112278,34.4200242813
050-2499628,in-call,3122,31.4014483949,34.3717084411
050-7694564,in-call,1333,31.5012390688,34.4450230291
