phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5404606,out-call,75,31.4640685396,34.4219469919
050-2136456,out-call,85,31.444364901,34.3892461898
050-1336919,out-call,740,31.4608583819,34.4287748949
050-5616380,in-call,43,31.4543574377,34.4128167653
050-9368231,in-call,71,31.4388070225,34.3875024982
050-1703796,out-call,567,31.4408529403,34.4198967742
050-6935062,in-call,67,31.4608437939,34.4140721633
050-7372989,out-call,109,31.4558061855,34.4255347444
050-8462433,out-call,36,31.4122680793,34.3758885195
050-3177156,out-call,2156,31.4662245256,34.4275991317
050-9228102,in-call,1553,31.4479220665,34.4176248284
050-5575794,out-call,94,31.4482010571,34.4367906865
050-7942288,out-call,106,31.448571597,34.4250910038
050-5160795,out-call,479,31.423483446,34.3655155728
050-2862271,in-call,2472,31.4259073925,34.3618577604
