phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1745500,in-call,2250,31.4534649031,34.4166626015
050-5601824,in-call,3514,31.447827605,34.4210342006
050-1220938,out-call,268,31.4231939332,34.3592286708
050-1780594,in-call,1473,31.4599294429,34.4183276007
050-3354568,in-call,2880,31.4788763129,34.4317137201
050-4596632,out-call,77,31.42459282,34.3661006437
050-9934137,out-call,43,31.4597845242,34.4249816493
050-4267844,in-call,14,31.4559064218,34.4049054926
050-7326243,in-call,3054,31.4739649894,34.4271403515
050-9354248,out-call,2161,31.4505232861,34.3825604671
050-5306823,out-call,820,31.4479220665,34.4176248284
050-7282050,in-call,106,31.4882996,34.4450850922
050-6599957,in-call,3289,31.4144094958,34.3732608314
050-6244215,in-call,1337,31.4553550454,34.4341225876
050-9608574,in-call,2814,31.4721079089,34.436860444
